,Unnamed: 0,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night,number of call in morning,number of call in afternoon,number of call in evening,number of call in night,number of Bluetooth contacts morning,number of Bluetooth contacts afternoon,number of Bluetooth contacts evening,number of Bluetooth contacts night,conversation in morning,conversation in afternoon,conversation in evening,conversation in night
207,695,u12,2013-04-22,22,23,22,22,1,2,1,1,1,8,1,0,0.0,39.39166666666666,6.569047619047619,2.6333333333333333
208,696,u12,2013-04-23,25,23,22,22,1,1,2,1,0,4,4,1,0.0,23.87857142857143,13.493055555555557,3.4138888888888883
209,697,u12,2013-04-24,12,19,18,25,1,1,4,1,1,3,2,1,0.0,2.691666666666667,3.4305555555555554,8.293333333333333
210,698,u12,2013-04-25,18,19,21,18,1,2,2,2,0,11,8,0,1.1833333333333333,18.733333333333334,12.003333333333334,5.29375
211,699,u12,2013-04-26,19,19,26,19,1,2,6,1,0,6,1,0,0.0,18.239393939393942,15.328571428571431,6.491666666666667
212,700,u12,2013-04-27,9,10,12,8,1,2,2,1,0,0,2,1,0.0,2.4361111111111113,19.869999999999997,5.9409090909090905
213,701,u12,2013-04-28,11,12,11,12,1,1,2,1,0,1,0,0,0.0,3.543333333333334,10.79814814814815,6.316666666666668
214,702,u12,2013-04-29,12,13,12,11,1,1,3,1,0,8,2,0,7.4,23.403333333333332,5.135714285714286,2.988888888888889
215,703,u12,2013-04-30,14,22,17,17,1,1,1,1,0,2,5,1,0.0,17.053703703703704,4.454166666666667,1.3333333333333333
216,704,u12,2013-05-01,16,17,16,15,1,2,4,1,1,9,1,1,0.0,15.06794871794872,10.635714285714286,1.3041666666666667
217,705,u12,2013-05-02,16,16,17,16,1,2,3,1,1,6,4,1,0.0,12.743055555555557,21.039583333333336,3.466666666666667
218,706,u12,2013-05-03,17,21,18,17,1,2,5,1,0,9,1,1,0.0,22.546666666666667,12.120833333333334,5.041666666666666
219,707,u12,2013-05-04,18,19,26,18,1,2,3,2,1,2,1,1,0.0,2.183333333333333,7.279166666666667,53.554761904761904
220,708,u12,2013-05-05,27,29,26,27,1,2,6,2,1,2,1,1,0.0,4.769444444444444,10.504166666666666,23.2
221,709,u12,2013-05-06,26,27,27,26,1,1,6,2,1,16,1,1,0.0,13.296428571428573,7.595000000000001,3.5833333333333335
222,710,u12,2013-05-07,25,35,10,25,2,2,3,3,1,3,4,0,0.0,5.9799999999999995,16.605,10.590476190476192
223,711,u12,2013-05-08,11,12,13,10,1,2,3,1,1,13,3,1,5.508333333333333,16.037499999999998,14.097777777777775,1.7666666666666666
224,712,u12,2013-05-09,13,15,15,13,1,3,5,1,1,5,7,1,3.8166666666666664,10.766666666666666,25.419047619047614,7.458333333333333
225,713,u12,2013-05-10,16,16,22,15,1,1,3,2,1,13,2,1,0.0,21.951388888888886,25.944444444444446,4.594444444444444
226,714,u12,2013-05-11,12,12,7,12,1,1,2,1,0,0,1,1,0.0,9.891666666666667,9.096666666666666,0.0
227,715,u12,2013-05-12,7,7,12,7,1,1,3,1,1,2,1,1,0.0,7.209999999999999,7.125925925925925,7.546296296296295
228,716,u12,2013-05-13,14,16,17,11,1,3,4,1,0,9,0,0,1.1666666666666667,30.84833333333333,5.838636363636365,8.033333333333333
229,717,u12,2013-05-14,18,7,13,16,1,2,3,1,1,15,4,0,16.3,15.475000000000001,18.18611111111111,5.323958333333334
230,718,u12,2013-05-15,14,14,16,12,1,2,1,1,0,7,1,2,0.0,20.28333333333333,3.5305555555555554,7.288888888888889
231,719,u12,2013-05-16,10,13,18,17,1,4,3,1,1,8,5,0,0.0,4.504166666666666,12.082456140350876,3.3291666666666666
232,720,u12,2013-05-17,14,18,11,14,1,3,1,1,0,10,2,1,0.0,21.835,2.8529411764705883,4.360317460317461
233,721,u12,2013-05-18,10,12,13,11,1,1,1,2,1,2,1,0,0.0,1.0166666666666666,13.122222222222225,12.346296296296295
234,722,u12,2013-05-19,13,13,15,13,1,1,4,1,1,0,6,1,0.0,11.157575757575758,9.371875,28.637500000000003
235,723,u12,2013-05-20,7,14,12,7,1,3,4,4,0,10,8,3,0.0,15.273809523809524,12.27142857142857,6.325757575757577
236,724,u12,2013-05-21,13,19,14,13,1,2,3,2,1,8,7,1,0.0,22.189583333333335,18.135714285714283,4.421666666666666
237,725,u12,2013-05-22,13,27,13,12,1,2,4,2,1,12,6,0,16.816666666666666,11.910714285714286,7.544444444444445,8.688095238095238
238,726,u12,2013-05-23,12,15,16,12,1,1,2,1,0,3,2,0,0.0,6.142424242424242,13.677777777777777,1.6333333333333333
239,727,u12,2013-05-24,15,15,15,15,1,2,3,2,0,15,5,1,0.0,22.8,10.767647058823528,12.683333333333334
240,728,u12,2013-05-25,17,29,16,18,1,2,2,1,1,14,5,2,0.0,11.006060606060606,8.685555555555556,17.335714285714285
241,729,u12,2013-05-26,5,15,15,7,1,1,2,1,1,3,4,0,0.0,16.264999999999997,12.985185185185184,63.2625
242,730,u12,2013-05-27,0,7,7,13,0,2,1,2,0,11,0,0,0.0,15.104761904761906,2.393939393939394,16.156060606060606
243,731,u12,2013-05-28,9,11,19,9,1,1,3,1,0,9,5,0,0.0,14.932051282051285,5.843055555555555,8.29722222222222
244,732,u12,2013-05-29,15,18,18,14,1,2,1,1,4,15,0,1,9.077777777777778,10.343333333333332,28.090000000000003,2.5250000000000004
245,733,u12,2013-05-30,17,22,10,17,1,3,1,2,0,1,1,0,0.0,13.308333333333332,9.825000000000001,10.022222222222224
246,734,u12,2013-05-31,10,13,11,10,1,2,2,3,0,5,1,0,0.0,5.026811594202899,6.5,8.123333333333333
247,738,u13,2013-03-29,6,7,7,6,1,1,1,1,1,5,4,2,1.6833333333333333,2.827777777777778,8.069791666666667,3.63
248,739,u13,2013-03-30,7,7,7,7,1,1,1,1,0,0,0,2,1.1666666666666667,1.1666666666666667,1.0,52.31333333333333
249,740,u13,2013-03-31,3,4,4,8,1,1,1,1,0,1,0,1,0.0,0.0,0.0,3.708333333333333
250,741,u13,2013-04-01,4,7,8,4,1,1,1,1,1,2,3,0,1.0,6.507142857142858,7.6499999999999995,0.0
251,742,u13,2013-04-02,8,11,15,8,1,1,2,1,0,4,5,3,0.0,3.1899999999999995,13.365277777777777,5.073333333333333
252,743,u13,2013-04-03,15,16,16,16,1,1,1,1,0,3,7,4,0.0,4.295238095238096,7.320238095238095,5.813725490196079
253,744,u13,2013-04-04,10,14,16,8,1,2,2,1,0,6,5,2,0.0,12.863636363636363,8.222222222222221,7.706666666666666
254,745,u13,2013-04-05,15,16,17,15,1,3,2,1,0,3,5,5,0.0,4.87037037037037,6.961111111111111,4.311111111111111
255,746,u13,2013-04-06,17,17,17,17,1,3,1,1,1,1,3,3,0.0,6.6,6.739583333333334,9.29761904761905
256,747,u13,2013-04-07,15,15,16,15,1,1,1,3,0,1,2,2,0.0,3.654166666666667,4.411538461538461,5.743939393939393
257,748,u13,2013-04-08,16,16,15,16,1,1,1,1,1,1,0,3,0.0,0.0,0.0,4.4512820512820515
258,749,u13,2013-04-09,3,9,9,17,1,2,1,1,0,2,1,0,0.0,3.255555555555556,4.857142857142857,1.5166666666666666
259,750,u13,2013-04-10,11,15,20,12,1,1,1,1,1,2,2,2,0.0,6.977777777777778,6.64702380952381,6.2906249999999995
260,751,u13,2013-04-11,15,17,17,18,1,3,1,3,0,2,3,1,0.0,4.706666666666666,18.529761904761905,7.040740740740741
261,752,u13,2013-04-12,17,20,22,20,1,2,1,2,1,7,1,4,0.0,11.376923076923077,5.340196078431372,6.555555555555555
262,753,u13,2013-04-13,0,2,22,19,0,1,1,1,0,2,3,2,0.0,0.0,6.231578947368421,4.236666666666666
263,754,u13,2013-04-14,9,12,12,11,1,3,2,3,1,2,4,4,0.0,3.529166666666667,5.971929824561403,8.002564102564104
264,755,u13,2013-04-15,12,13,20,13,1,1,1,1,1,2,2,4,0.0,3.422222222222222,6.364393939393938,5.940740740740741
265,756,u13,2013-04-16,11,22,14,14,1,1,1,1,2,2,4,4,1.0,7.163333333333332,7.407692307692309,3.345
266,757,u13,2013-04-17,10,16,14,21,1,2,2,1,1,4,5,3,0.0,7.947619047619049,7.566666666666666,4.858771929824561
267,758,u13,2013-04-18,11,12,16,14,1,3,1,1,2,4,5,2,1.8333333333333333,7.098717948717948,6.7430555555555545,7.4261904761904765
268,759,u13,2013-04-19,13,17,24,14,2,3,2,4,1,1,2,2,11.233333333333334,2.6700000000000004,3.6104166666666666,5.566666666666666
269,760,u13,2013-04-20,15,31,28,30,1,3,1,1,0,2,1,3,4.781372549019609,2.487878787878788,2.6597222222222223,3.6566666666666663
270,761,u13,2013-04-21,17,20,21,34,1,1,2,3,0,1,4,2,0.0,0.0,10.166666666666666,3.0395833333333333
271,762,u13,2013-04-22,19,27,26,24,1,2,4,3,0,3,5,5,0.0,6.07037037037037,9.941666666666666,17.194444444444443
272,763,u13,2013-04-23,20,33,26,23,1,3,1,2,1,4,4,5,0.0,9.12142857142857,9.157142857142858,7.546969696969697
273,764,u13,2013-04-24,23,14,23,32,1,2,3,1,1,2,4,3,0.0,1.7208333333333332,5.792156862745098,6.371212121212122
274,765,u13,2013-04-25,15,23,17,18,1,1,1,5,2,6,3,3,1.35,12.709999999999999,6.444444444444445,6.929629629629629
275,766,u13,2013-04-26,12,21,30,18,1,2,1,1,1,5,2,5,1.0166666666666666,6.964814814814814,10.362962962962962,9.336666666666666
276,767,u13,2013-04-27,13,28,30,25,1,3,2,1,1,1,4,3,0.0,3.0523809523809526,3.957777777777778,3.5644444444444443
277,768,u13,2013-04-28,32,40,54,45,1,1,1,1,2,6,6,7,0.0,6.901234567901234,6.083333333333333,5.3689189189189195
278,769,u13,2013-04-29,14,4,4,26,1,1,1,1,1,1,1,9,0.0,1.2583333333333333,8.82948717948718,9.749999999999998
279,770,u13,2013-04-30,4,6,14,4,1,1,1,1,1,2,5,2,8.983333333333333,5.501515151515152,7.346153846153846,7.33888888888889
280,771,u13,2013-05-01,7,11,10,14,1,1,1,1,2,7,4,13,1.1666666666666667,9.822222222222223,6.387500000000001,7.0359649122807015
281,772,u13,2013-05-02,10,10,0,10,1,1,0,1,1,1,0,1,0.0,4.615384615384615,0.0,1.675
282,773,u13,2013-05-03,0,0,4,0,0,0,1,0,0,0,4,0,0.0,0.0,7.705555555555556,0.0
283,774,u13,2013-05-04,5,4,4,5,1,1,1,1,0,7,3,0,0.0,9.105555555555556,0.0,0.0
284,775,u13,2013-05-05,5,10,17,6,1,1,1,1,1,9,11,4,0.0,3.275,4.659523809523809,13.905555555555553
285,776,u13,2013-05-06,7,10,5,12,1,1,1,1,2,8,4,9,0.0,4.144444444444444,1.9333333333333331,9.351515151515152
286,777,u13,2013-05-10,0,9,13,0,0,1,1,0,0,8,7,0,0.0,16.856666666666666,9.479166666666666,0.0
287,778,u13,2013-05-11,13,19,10,17,1,3,1,1,1,5,7,3,0.0,4.0,10.224242424242425,19.101666666666667
288,779,u13,2013-05-12,9,12,13,25,3,2,1,1,4,2,5,2,5.183333333333334,3.8787878787878793,3.508333333333333,4.043333333333333
289,780,u13,2013-05-13,12,17,26,11,2,2,1,1,2,6,5,6,0.0,6.290740740740741,7.266666666666667,6.287301587301587
290,781,u13,2013-05-14,16,27,42,28,1,2,3,1,1,5,6,8,0.0,6.6015151515151524,7.191304347826088,2.872916666666667
291,782,u13,2013-05-15,20,28,30,32,1,3,1,2,2,21,6,12,0.0,12.698958333333334,3.552564102564103,6.182456140350877
292,783,u13,2013-05-16,18,20,20,18,1,2,1,1,1,9,23,10,0.0,4.220833333333333,11.030392156862744,5.030303030303031
293,784,u13,2013-05-17,20,27,21,20,1,1,3,1,1,24,9,11,1.35,55.887499999999996,11.069166666666666,10.152083333333334
294,785,u13,2013-05-18,18,19,21,19,1,1,1,2,1,7,14,2,0.0,2.7288888888888887,5.410416666666666,2.8476190476190477
295,786,u13,2013-05-19,19,23,9,19,2,1,1,3,2,9,4,3,0.0,2.0124999999999997,3.9629629629629637,0.0
296,787,u13,2013-05-20,9,13,21,10,1,2,1,3,1,14,8,11,0.0,1.8972222222222221,5.387962962962963,4.316666666666666
297,788,u13,2013-05-21,17,22,13,17,1,1,2,1,3,14,11,5,1.1833333333333333,47.5,7.147101449275362,4.681481481481481
298,789,u13,2013-05-22,13,4,7,14,1,1,1,2,1,4,12,16,0.0,2.266666666666667,11.231884057971014,4.999999999999999
299,790,u13,2013-05-23,10,15,17,11,1,3,1,2,4,11,5,8,4.845833333333334,9.223076923076924,4.303030303030304,12.297222222222222
300,791,u13,2013-05-24,13,15,21,16,1,2,3,2,0,25,20,6,0.0,6.679999999999999,6.591111111111109,5.759722222222223
301,792,u13,2013-05-25,11,19,16,14,1,2,1,4,1,8,4,2,0.0,10.988095238095237,1.1833333333333333,4.666666666666666
302,793,u13,2013-05-26,0,5,13,0,0,2,3,0,0,7,7,0,0.0,2.75,10.56060606060606,0.0
303,794,u13,2013-05-27,12,14,14,13,1,2,2,1,1,1,16,4,0.0,2.4833333333333334,6.086666666666666,7.114814814814815
304,795,u13,2013-05-28,0,6,10,14,0,1,2,1,0,3,12,9,0.0,4.355555555555556,8.002777777777778,2.9095238095238094
305,796,u13,2013-05-29,11,31,8,13,1,1,3,2,1,4,4,7,0.0,24.858333333333334,4.231666666666667,5.375
306,797,u13,2013-05-30,0,0,0,10,0,0,0,2,0,0,0,8,0.0,0.0,0.0,11.952380952380953
307,1373,u24,2013-03-27,0,6,17,0,0,1,1,0,0,3,7,0,0.0,21.675,32.266666666666666,0.0
308,1374,u24,2013-03-28,13,13,16,14,1,1,1,1,2,4,5,4,0.0,4.051851851851851,13.181944444444445,6.552380952380952
309,1375,u24,2013-03-29,17,20,10,18,1,1,1,1,2,6,7,3,0.0,33.32380952380952,26.15833333333333,8.826315789473684
310,1376,u24,2013-03-30,10,11,19,10,1,1,1,1,2,4,6,2,5.48888888888889,7.390476190476191,6.5092592592592595,9.667361111111111
311,1377,u24,2013-03-31,13,14,14,13,1,1,1,1,3,3,1,2,13.672222222222224,9.070833333333333,4.111111111111112,17.659722222222225
312,1378,u24,2013-04-01,18,18,18,19,1,1,1,1,2,8,6,3,1.35,23.318181818181817,19.83888888888889,4.828571428571429
313,1379,u24,2013-04-02,18,18,23,18,1,1,1,1,2,1,1,5,2.62,5.627777777777777,2.29,3.554761904761905
314,1380,u24,2013-04-03,19,19,19,23,1,1,1,1,1,5,6,2,0.0,13.510606060606062,15.496875,13.890909090909094
315,1381,u24,2013-04-04,11,12,13,11,1,1,1,1,2,7,2,4,14.549999999999999,22.579166666666666,9.309999999999999,33.285
316,1382,u24,2013-04-05,3,4,7,3,1,1,1,1,2,8,7,3,0.0,15.438095238095238,17.88921568627451,10.078125
317,1383,u24,2013-04-06,1,3,3,6,1,1,1,1,3,3,4,4,3.0222222222222226,19.619047619047617,15.960606060606061,27.095
318,1384,u24,2013-04-07,3,3,3,3,1,1,1,1,3,3,3,4,3.356666666666667,22.866666666666667,5.328205128205128,4.709195402298851
319,1385,u24,2013-04-08,3,3,13,3,1,1,1,1,3,10,7,4,0.0,24.220370370370368,18.759722222222223,6.7299999999999995
320,1386,u24,2013-04-09,7,7,13,20,1,1,1,1,3,5,4,5,0.0,13.8,10.9984126984127,8.175
321,1387,u24,2013-04-10,12,12,12,12,1,1,1,1,4,3,3,4,0.0,3.5277777777777772,1.7666666666666666,9.66969696969697
322,1388,u24,2013-04-11,12,12,14,12,1,1,1,1,1,6,6,3,1.85,16.188888888888886,21.462500000000002,3.4875
323,1389,u24,2013-04-12,17,18,18,36,1,1,3,2,2,9,7,3,4.233333333333333,17.307142857142857,26.172222222222228,6.789814814814815
324,1390,u24,2013-04-13,18,19,29,18,1,1,3,1,1,3,4,3,5.05,4.443333333333333,20.044444444444448,22.185185185185183
325,1391,u24,2013-04-14,17,16,22,16,1,4,6,3,3,1,9,3,0.0,11.726666666666667,9.612280701754386,14.409999999999998
326,1392,u24,2013-04-15,19,19,22,19,1,4,1,1,3,5,7,3,5.633333333333333,11.654166666666667,24.477272727272727,9.090196078431372
327,1393,u24,2013-04-16,28,26,33,26,1,2,3,4,1,4,3,3,1.0,3.861904761904762,9.710416666666665,14.121666666666664
328,1394,u24,2013-04-17,33,25,14,50,1,3,3,1,2,6,6,3,31.616666666666667,20.325,20.811666666666667,19.768333333333334
329,1395,u24,2013-04-18,10,10,13,7,1,4,4,4,3,2,7,6,15.611111111111112,0.0,27.75909090909091,13.424242424242426
330,1396,u24,2013-04-19,15,16,17,13,1,3,3,1,3,3,7,3,0.0,14.93611111111111,11.645238095238094,25.335416666666667
331,1397,u24,2013-04-20,18,10,20,18,2,3,4,2,1,3,7,6,0.0,2.7694444444444444,8.641666666666667,0.0
332,1398,u24,2013-04-21,5,12,12,18,1,4,3,2,2,4,4,3,0.0,14.299999999999999,5.9453703703703695,73.96666666666667
333,1399,u24,2013-04-22,13,15,25,21,1,1,3,2,2,7,6,5,0.0,6.55,5.655555555555555,3.2448717948717944
334,1400,u24,2013-04-23,18,16,26,26,2,2,4,2,4,3,5,3,4.030434782608696,0.0,1.3375,4.789784946236559
335,1401,u24,2013-04-24,20,20,20,18,2,3,5,3,3,2,8,1,22.940476190476193,2.3541666666666665,8.629166666666666,5.850641025641025
336,1402,u24,2013-04-25,21,20,20,22,2,1,3,2,6,5,8,4,21.85333333333333,32.1,12.271666666666668,54.71666666666666
337,1403,u24,2013-04-26,5,5,8,24,1,1,1,1,3,2,4,3,0.0,4.966666666666667,2.161111111111111,11.25
338,1600,u31,2013-03-27,0,1,17,0,0,1,2,0,0,1,3,0,0.0,0.0,7.765000000000001,0.0
339,1601,u31,2013-03-28,29,20,24,11,1,1,2,2,0,4,4,0,3.1404761904761904,12.056666666666667,9.28076923076923,7.770370370370369
340,1602,u31,2013-03-29,16,20,21,16,1,1,1,1,0,7,2,0,3.288461538461538,18.846666666666668,7.090833333333333,6.304166666666666
341,1604,u31,2013-03-31,22,26,26,21,1,4,2,1,1,0,4,0,2.0166666666666666,7.290000000000001,15.603921568627454,1.2666666666666666
342,1605,u31,2013-04-01,25,27,46,25,1,1,1,2,0,7,5,0,6.216666666666666,14.096875,10.370833333333334,5.491666666666667
343,1606,u31,2013-04-02,16,21,27,20,2,1,1,1,0,1,5,3,6.39,13.79,10.348148148148148,4.9558823529411775
344,1607,u31,2013-04-03,25,24,16,22,1,1,1,1,0,1,6,0,5.745833333333334,12.875,11.090909090909092,4.6033333333333335
345,1608,u31,2013-04-04,15,20,28,19,1,1,3,1,0,5,5,2,5.775555555555556,11.443939393939393,8.848039215686276,9.025490196078431
346,1609,u31,2013-04-05,22,34,23,23,1,1,2,1,0,6,8,0,3.1533333333333333,10.810416666666667,6.598958333333334,4.5898148148148135
347,1610,u31,2013-04-06,9,12,29,7,1,1,1,1,0,1,5,0,5.629166666666666,7.237179487179488,9.315000000000001,7.385555555555555
348,1611,u31,2013-04-07,15,18,16,14,1,1,1,1,0,0,2,0,5.04,8.625,3.8818181818181814,7.60625
349,1612,u31,2013-04-08,19,23,29,19,1,2,1,2,0,6,5,3,24.63,16.89242424242424,11.216666666666667,5.307407407407407
350,1613,u31,2013-04-09,21,23,28,22,1,1,4,1,0,0,6,1,7.152083333333334,5.478571428571429,14.237878787878792,4.491666666666667
351,1614,u31,2013-04-10,28,31,32,26,1,1,3,1,0,5,3,5,4.641111111111112,18.272727272727273,12.3525641025641,5.735087719298245
352,1615,u31,2013-04-11,28,32,37,30,1,1,1,1,0,0,1,1,6.778125,11.777777777777777,9.38,3.4774509803921574
353,1616,u31,2013-04-12,23,26,18,14,1,3,2,1,1,2,0,2,5.327777777777778,12.502380952380951,0.0,2.156862745098039
354,1617,u31,2013-04-13,18,19,10,17,1,1,1,2,0,0,3,0,0.0,7.721111111111111,7.2012820512820515,0.0
355,1618,u31,2013-04-14,15,16,32,22,1,1,1,1,0,1,3,1,4.391333333333333,7.833333333333333,2.7365079365079366,12.547916666666667
356,1619,u31,2013-04-15,24,24,36,30,1,2,3,4,1,3,2,4,8.038541666666667,13.829999999999998,6.733888888888889,5.3533333333333335
357,1620,u31,2013-04-16,23,23,23,29,1,2,1,1,0,1,8,2,7.75,12.553125000000001,20.016666666666666,7.163333333333332
358,1621,u31,2013-04-17,23,23,26,25,1,1,2,3,0,3,2,5,3.0238095238095233,9.85,16.520238095238092,9.505952380952381
359,1622,u31,2013-04-18,26,37,21,26,1,2,1,1,1,4,7,4,3.975925925925926,9.105555555555556,9.736842105263158,7.690277777777777
360,1623,u31,2013-04-19,20,18,19,14,2,2,4,2,1,4,0,2,9.56060606060606,12.375,5.791666666666667,4.601041666666667
361,1624,u31,2013-04-20,18,19,23,22,1,2,2,3,0,0,3,3,4.833333333333333,8.5625,12.350925925925926,6.799999999999999
362,1625,u31,2013-04-21,4,7,22,15,1,1,2,1,1,0,3,2,12.538888888888891,4.005555555555555,8.030392156862746,5.095
363,1627,u31,2013-04-23,25,12,12,40,1,3,1,1,4,0,0,6,18.885714285714283,5.716666666666666,9.658333333333333,14.22777777777778
364,1628,u31,2013-04-24,15,15,15,15,1,1,1,1,0,0,0,1,5.257142857142858,3.4949999999999997,1.0,14.326666666666664
365,1629,u31,2013-04-25,16,23,20,18,1,1,2,1,2,0,10,3,6.726666666666667,4.615151515151515,17.326666666666664,6.7844444444444445
366,1632,u31,2013-04-28,20,23,17,19,1,1,2,1,0,3,2,0,5.308333333333334,4.791666666666666,15.935416666666667,12.248333333333331
367,1633,u31,2013-04-29,23,11,30,15,1,1,1,1,1,4,6,2,4.248809523809524,6.47962962962963,0.0,8.4484126984127
368,1634,u31,2013-04-30,17,17,18,27,1,3,1,1,3,3,6,5,11.138888888888891,10.711111111111112,12.00222222222222,0.0
369,1635,u31,2013-05-01,24,25,25,27,1,3,1,1,0,0,1,4,0.0,5.026666666666666,10.391666666666667,5.183333333333334
370,1636,u31,2013-05-02,26,27,27,26,1,3,1,1,0,2,0,0,0.0,8.620238095238095,16.07,2.1100000000000003
371,1637,u31,2013-05-03,10,15,13,31,1,1,1,2,2,2,0,2,2.9899999999999998,10.880952380952381,7.558333333333334,7.62
372,1640,u31,2013-05-06,15,20,13,10,1,2,1,1,3,7,6,0,8.838095238095239,1.35,0.0,1.6833333333333333
373,1641,u31,2013-05-07,14,15,18,18,1,1,1,1,0,1,8,6,0.0,0.0,13.208771929824561,0.0
374,1642,u31,2013-05-08,11,15,14,30,1,2,1,2,0,4,4,6,8.095238095238095,7.067592592592593,4.358823529411765,4.606410256410256
375,1643,u31,2013-05-09,4,6,13,14,1,1,2,1,0,0,5,6,0.0,5.4305555555555545,7.469166666666666,9.587037037037037
376,1644,u31,2013-05-10,13,13,16,12,1,1,2,1,4,3,2,7,3.7865079365079364,5.29375,5.291666666666666,6.839166666666666
377,1646,u31,2013-05-12,9,13,27,9,1,1,1,1,0,4,1,0,3.9333333333333327,3.9777777777777774,7.294117647058823,14.126666666666665
378,1647,u31,2013-05-13,17,27,12,14,2,1,1,1,5,2,4,3,4.45,14.859090909090911,12.253333333333334,0.0
379,1648,u31,2013-05-14,11,15,21,7,1,2,1,1,2,1,6,3,4.033333333333333,4.428571428571429,8.100000000000001,13.445454545454545
380,1649,u31,2013-05-15,14,22,13,15,1,1,1,1,0,1,0,2,8.621052631578948,7.222222222222222,7.34404761904762,7.668939393939394
381,1650,u31,2013-05-16,13,19,8,13,1,1,1,1,0,0,4,0,9.75,5.459722222222222,9.620512820512822,10.016666666666667
382,1652,u31,2013-05-18,7,9,18,7,1,1,3,1,0,0,2,0,0.0,6.093055555555556,3.1333333333333333,2.35
383,1653,u31,2013-05-19,8,9,13,16,1,1,2,1,1,1,2,4,3.014285714285714,2.155,7.423611111111111,4.401851851851852
384,1654,u31,2013-05-20,16,17,25,14,1,2,1,1,2,0,7,2,6.334999999999999,2.738541666666667,7.290000000000001,5.347619047619047
385,1655,u31,2013-05-21,13,18,18,13,1,1,1,1,0,1,0,0,4.9906250000000005,6.940625000000001,8.774358974358975,5.446666666666667
386,1656,u31,2013-05-22,10,15,11,25,1,1,3,1,0,0,3,0,8.288888888888888,5.219607843137254,15.095454545454544,3.2763888888888886
387,1657,u31,2013-05-23,11,12,21,11,1,1,1,1,0,1,5,0,4.503333333333333,3.5976190476190477,38.1,1.35
388,1658,u31,2013-05-24,0,0,17,0,0,0,1,0,0,0,5,0,0.0,0.0,13.45,0.0
389,1659,u31,2013-05-25,19,22,25,18,1,2,1,3,0,0,6,7,8.290625,0.8416666666666667,8.30151515151515,6.954545454545454
390,1895,u36,2013-03-27,5,5,5,5,1,1,1,1,2,3,1,2,0.0,15.791666666666668,0.0,0.0
391,1896,u36,2013-03-28,0,1,6,0,0,1,1,0,0,1,2,0,0.0,3.8666666666666667,5.193859649122807,0.0
392,1897,u36,2013-03-29,6,7,10,8,1,1,1,1,0,4,4,2,0.0,3.8111111111111113,13.701851851851853,5.810416666666667
393,1898,u36,2013-03-30,10,12,14,13,1,1,1,1,0,4,4,2,0.0,0.0,8.953508771929824,13.908333333333335
394,1899,u36,2013-03-31,6,11,16,8,1,1,1,1,1,5,3,1,3.7750000000000004,10.970833333333331,6.922549019607843,16.111111111111107
395,1900,u36,2013-04-01,5,9,13,4,1,2,3,1,3,3,5,3,12.063333333333333,5.938888888888888,6.019166666666668,4.663636363636363
396,1901,u36,2013-04-02,10,17,16,13,1,3,2,2,0,6,3,3,0.0,7.253846153846155,6.062820512820513,3.8857142857142857
397,1902,u36,2013-04-03,15,16,14,16,1,1,1,1,0,5,5,4,4.949999999999999,8.185714285714285,4.5807692307692305,5.328070175438596
398,1903,u36,2013-04-04,14,15,8,16,1,3,1,1,1,4,2,2,0.8333333333333334,5.627777777777777,6.158823529411765,5.4625
399,1904,u36,2013-04-05,12,12,12,12,1,2,2,3,0,6,3,3,0.0,5.545,4.208666666666667,4.411111111111111
400,1905,u36,2013-04-06,10,13,13,12,1,1,1,4,1,1,5,2,0.0,0.0,0.0,7.99090909090909
401,1908,u36,2013-04-09,17,17,17,18,1,2,1,1,0,4,1,5,0.0,1.0166666666666666,4.520634920634921,0.0
402,1909,u36,2013-04-10,18,19,21,20,1,1,2,2,1,3,2,2,0.0,2.5611111111111113,4.680459770114943,4.057894736842106
403,1910,u36,2013-04-11,21,23,21,21,1,3,1,2,0,1,4,1,0.8333333333333334,3.727777777777778,26.119999999999997,7.005
404,1911,u36,2013-04-12,21,21,24,22,1,1,1,1,0,2,6,3,0.6666666666666666,5.503333333333333,7.765277777777778,5.798148148148147
405,1912,u36,2013-04-13,22,23,22,22,1,1,1,1,1,1,1,2,0.0,3.8166666666666664,8.630555555555555,5.440909090909091
406,1913,u36,2013-04-14,22,23,27,23,1,1,1,1,1,4,6,4,0.0,5.319444444444444,6.026190476190477,6.294871794871794
407,1914,u36,2013-04-15,19,19,22,22,1,1,1,1,2,2,3,4,0.0,5.157407407407408,6.397435897435899,3.1702380952380955
408,1915,u36,2013-04-16,6,10,13,7,1,1,1,1,2,6,4,2,0.0,2.770833333333333,4.705555555555556,2.713095238095238
409,1918,u36,2013-04-19,19,4,5,20,1,1,1,1,5,3,3,4,10.0,5.049999999999999,17.480555555555554,1.9833333333333336
410,1919,u36,2013-04-20,6,6,6,6,1,1,1,1,1,3,3,2,1.1833333333333333,8.769047619047619,32.10555555555556,16.21759259259259
411,1920,u36,2013-04-21,6,13,7,6,1,1,1,1,0,1,2,2,0.0,8.351515151515152,15.18787878787879,12.170833333333333
412,1921,u36,2013-04-22,9,10,12,12,1,1,1,2,0,5,5,0,0.0,7.459999999999999,6.08397435897436,9.270833333333334
413,1922,u36,2013-04-23,11,13,11,11,1,1,1,1,0,3,8,6,1.6833333333333333,7.689393939393939,9.199074074074074,6.648333333333333
